"","s","p","o","mapFile"
"1584","sdtmterm:TrialType_SAF","  rdf:type","owl:Restriction","code.ttl"
"1585","sdtmterm:TrialType_SAF","  owl:hasValue","""TEMP""","code.ttl"
"1586","sdtmterm:TrialType_SAF","  owl:onProperty","skos:prefLabel","code.ttl"
"1587","sdtmterm:TrialType_SAF","  rdf:type","owl:Restriction","code.ttl"
"1588","sdtmterm:TrialType_SAF","  owl:hasValue","""Temperature""","code.ttl"
"1589","sdtmterm:TrialType_SAF","  owl:onProperty","skos:altLabel","code.ttl"
"1590","sdtmterm:TrialType_SAF","  rdf:type","owl:Restriction","code.ttl"
"1591","sdtmterm:TrialType_SAF","  owl:hasValue","""WEIGHT""","code.ttl"
"1592","sdtmterm:TrialType_SAF","  owl:onProperty","skos:prefLabel","code.ttl"
"1593","sdtmterm:TrialType_SAF","  rdf:type","owl:Restriction","code.ttl"
"1594","sdtmterm:TrialType_SAF","  owl:hasValue","""Weight""","code.ttl"
"1595","sdtmterm:TrialType_SAF","  owl:onProperty","skos:altLabel","code.ttl"
